,open,close,high,low,volume,money
2015-11-23,7400.2,7356.6,7575.2,7338.8,9003.0,13407850960.0
2015-11-24,7350.6,7471.0,7488.6,7312.6,8658.0,12803606920.0
2015-11-25,7478.8,7631.0,7636.8,7452.6,8171.0,12326608400.0
2015-11-26,7646.6,7531.8,7671.0,7530.0,7986.0,12140400840.0
2015-11-27,7540.2,7092.6,7559.4,6931.0,11342.0,16624566080.0
2015-11-30,7092.6,7118.2,7199.0,6922.0,11040.0,15615333640.0
2015-12-01,7125.6,7137.6,7267.0,7043.0,10169.0,14550791840.0
2015-12-02,7143.2,7280.2,7293.2,6951.0,12101.0,17199632560.0
2015-12-03,7252.2,7377.8,7407.6,7221.2,9758.0,14262567360.0
2015-12-04,7307.0,7315.8,7387.2,7222.0,8667.0,12676179840.0
2015-12-07,7346.0,7339.4,7437.0,7251.2,8792.0,12916848040.0
2015-12-08,7311.0,7230.0,7315.4,7166.6,8842.0,12798749000.0
2015-12-09,7231.0,7212.0,7280.4,7151.0,8429.0,12169918080.0
2015-12-10,7195.0,7170.0,7330.0,7151.8,9567.0,13885400040.0
2015-12-11,7189.0,7227.4,7269.0,7121.0,8567.0,12319415000.0
2015-12-14,7167.0,7422.0,7429.8,7165.0,9189.0,13378111280.0
2015-12-15,7403.0,7446.0,7500.4,7395.0,6822.0,10177978960.0
2015-12-16,7468.8,7492.6,7570.8,7462.2,6024.0,9052150160.0
2015-12-17,7529.0,7693.6,7713.8,7513.8,5077.0,7756505400.0
2015-12-18,7661.4,7700.8,7727.6,7631.6,4294.0,6600361080.0
2015-12-21,7468.4,7585.0,7612.6,7434.4,7880.0,11848043400.0
2015-12-22,7604.6,7650.0,7660.0,7528.8,7211.0,10957234120.0
2015-12-23,7661.4,7516.4,7666.8,7511.2,7931.0,12039704640.0
2015-12-24,7532.6,7533.4,7571.0,7405.8,7879.0,11798950400.0
2015-12-25,7552.6,7595.8,7603.2,7503.0,6734.0,10171626680.0
2015-12-28,7546.0,7305.0,7619.8,7295.2,8527.0,12759227720.0
2015-12-29,7333.2,7418.2,7437.4,7285.0,8751.0,12853718640.0
2015-12-30,7442.0,7511.4,7543.0,7411.2,7661.0,11456141560.0
2015-12-31,7529.0,7349.0,7553.0,7338.0,8521.0,12686909080.0
2016-01-04,7350.0,6881.2,7364.8,6881.2,5957.0,8507230600.0
2016-01-05,6650.0,6699.0,6880.0,6650.0,10206.0,13738481160.0
2016-01-06,6749.0,6814.4,6870.0,6701.0,9565.0,12999085600.0
2016-01-07,6745.8,6360.0,6745.8,6360.0,2196.0,2904163760.0
2016-01-08,6520.0,6399.8,6588.8,6150.0,10654.0,13675126960.0
2016-01-11,6248.8,5940.4,6396.8,5929.8,11236.0,13985136320.0
2016-01-12,6040.2,6074.8,6167.2,5961.0,11013.0,13386503240.0
2016-01-13,6126.4,5904.4,6210.0,5849.4,10420.0,12647045920.0
2016-01-14,5735.0,6078.0,6109.8,5723.0,8896.0,10467940040.0
2016-01-15,6052.4,5942.8,6121.8,5923.4,5486.0,6635481360.0
2016-01-18,5555.8,5695.2,5810.0,5543.2,12537.0,14293029920.0
2016-01-19,5721.2,5928.8,5968.6,5700.0,11821.0,13779956320.0
2016-01-20,5876.0,5835.0,5964.4,5801.0,11388.0,13395204000.0
2016-01-21,5849.8,5679.0,5990.0,5655.0,13357.0,15594786600.0
2016-01-22,5780.0,5779.8,5836.0,5615.8,12855.0,14735097960.0
2016-01-25,5815.2,5800.0,5912.0,5750.6,10339.0,12059849360.0
2016-01-26,5750.0,5401.2,5767.8,5370.8,12248.0,13771543320.0
2016-01-27,5450.0,5280.4,5456.8,5112.2,14261.0,15085773800.0
2016-01-28,5250.0,5155.0,5346.4,5132.0,11986.0,12614543200.0
2016-01-29,5177.0,5329.8,5421.0,5160.2,13534.0,14354379400.0
2016-02-01,5339.0,5323.0,5394.4,5212.6,11210.0,11936935560.0
2016-02-02,5334.0,5523.6,5546.8,5330.8,11870.0,12979761800.0
2016-02-03,5470.0,5556.8,5584.0,5411.0,11301.0,12380874960.0
2016-02-04,5600.0,5695.0,5719.2,5600.0,11228.0,12713031360.0
2016-02-05,5683.0,5617.0,5708.8,5611.0,8330.0,9440510680.0
2016-02-15,5531.8,5651.4,5675.0,5461.0,9579.0,10671938520.0
2016-02-16,5689.0,5881.0,5908.0,5681.0,9115.0,10607452560.0
2016-02-17,5870.0,5947.0,5969.0,5836.0,7984.0,9418526800.0
2016-02-18,6000.0,5950.2,6036.4,5931.6,5978.0,7150503840.0
2016-02-19,5737.0,5767.8,5836.2,5722.4,11752.0,13568732040.0
2016-02-22,5815.2,5869.2,5924.8,5803.6,12135.0,14230077600.0
2016-02-23,5861.2,5845.0,5885.6,5760.0,11641.0,13560297720.0
2016-02-24,5828.8,5881.8,5922.6,5720.0,14074.0,16381609760.0
2016-02-25,5880.8,5361.0,5898.6,5300.0,16289.0,18364937480.0
2016-02-26,5433.6,5417.8,5496.8,5333.0,14435.0,15694201160.0
2016-02-29,5399.8,5075.2,5407.8,5036.0,16685.0,17267384120.0
2016-03-01,5075.6,5227.4,5288.0,5072.6,16946.0,17531863000.0
2016-03-02,5260.2,5587.8,5625.0,5251.2,17043.0,18492193480.0
2016-03-03,5588.0,5603.8,5736.0,5582.0,15720.0,17799351400.0
2016-03-04,5603.8,5452.0,5671.0,5383.0,17931.0,19866322440.0
2016-03-07,5567.0,5595.0,5717.6,5515.8,15686.0,17665217560.0
2016-03-08,5511.0,5661.0,5677.0,5365.0,17416.0,19227275320.0
2016-03-09,5551.8,5500.0,5607.0,5461.0,14368.0,15911190760.0
2016-03-10,5548.0,5396.0,5598.8,5371.0,15160.0,16647059920.0
2016-03-11,5351.0,5413.2,5478.6,5321.0,14291.0,15447846560.0
2016-03-14,5560.0,5629.6,5738.0,5515.4,15660.0,17680927960.0
2016-03-15,5627.0,5608.0,5678.8,5571.4,12151.0,13668031800.0
2016-03-16,5700.0,5565.4,5711.0,5482.8,12799.0,14289232720.0
2016-03-17,5602.2,5760.0,5796.8,5561.2,10005.0,11339041840.0
2016-03-18,5780.0,5944.6,5976.0,5780.0,4699.0,5528135760.0
2016-03-21,5870.4,5929.8,5957.0,5845.2,14424.0,17021225920.0
2016-03-22,5881.6,5921.6,5989.8,5865.4,12716.0,15066817320.0
2016-03-23,5920.0,5949.2,5975.6,5868.4,13235.0,15691889640.0
2016-03-24,5900.8,5843.4,5963.2,5832.2,17212.0,20290157680.0
2016-03-25,5860.0,5910.4,5945.0,5845.4,13715.0,16160396760.0
2016-03-28,5965.6,5857.0,6065.0,5838.0,15579.0,18602363240.0
2016-03-29,5860.2,5788.8,5884.4,5720.0,16820.0,19501744000.0
2016-03-30,5868.0,6020.8,6033.6,5827.0,16645.0,19679272960.0
2016-03-31,6033.2,6020.0,6085.2,6013.8,14844.0,17956963840.0
2016-04-01,6000.4,6028.0,6030.0,5863.2,16667.0,19867784760.0
2016-04-05,6006.0,6190.4,6240.8,5993.6,16082.0,19686029560.0
2016-04-06,6190.4,6223.4,6237.6,6172.0,12384.0,15361261280.0
2016-04-07,6248.4,6156.0,6284.4,6139.6,15000.0,18591838680.0
2016-04-08,6138.2,6114.2,6138.2,6030.2,15056.0,18321451080.0
2016-04-11,6170.0,6237.0,6316.2,6170.0,14493.0,18127808160.0
2016-04-12,6230.0,6239.8,6266.4,6140.8,14188.0,17583774840.0
2016-04-13,6300.0,6306.0,6427.8,6283.6,14248.0,18129553640.0
2016-04-14,6366.0,6381.2,6385.8,6316.0,8451.0,10744104160.0
2016-04-15,6376.2,6376.6,6391.8,6329.2,4898.0,6235268400.0
2016-04-18,6152.0,6093.2,6160.0,6026.0,14073.0,17113280300.0
2016-04-19,6160.2,6102.6,6174.2,6056.2,13211.0,16119892000.0
2016-04-20,6148.8,5791.2,6161.8,5721.2,17516.0,20812029880.0
2016-04-21,5800.4,5788.4,5916.0,5767.0,14947.0,17455531240.0
2016-04-22,5741.0,5850.0,5850.0,5727.8,14142.0,16392859840.0
2016-04-25,5808.8,5815.4,5824.2,5686.6,14091.0,16252118920.0
2016-04-26,5825.6,5885.0,5896.8,5765.6,14340.0,16731919560.0
2016-04-27,5897.6,5865.8,5934.4,5834.0,13355.0,15699507520.0
2016-04-28,5881.4,5833.0,5884.8,5725.4,15156.0,17597850440.0
2016-04-29,5809.8,5844.8,5890.0,5798.0,13060.0,15282435480.0
2016-05-03,5863.0,6085.0,6090.0,5800.6,15722.0,18780622600.0
2016-05-04,6060.0,6062.8,6110.0,6040.0,11968.0,14523877800.0
2016-05-05,6053.8,6132.8,6138.0,6042.0,12362.0,15034661920.0
2016-05-06,6111.0,5887.8,6156.4,5883.0,16908.0,20335519480.0
2016-05-09,5830.0,5652.8,5837.0,5633.2,15386.0,17623924560.0
2016-05-10,5679.0,5650.0,5705.6,5636.6,12254.0,13901412200.0
2016-05-11,5711.0,5640.4,5749.8,5613.6,14334.0,16292598960.0
2016-05-12,5600.0,5670.0,5682.0,5505.6,14964.0,16772053920.0
2016-05-13,5649.0,5659.2,5766.0,5620.0,13460.0,15299906240.0
2016-05-16,5641.0,5772.2,5785.0,5621.0,13276.0,15155120160.0
2016-05-17,5784.2,5779.2,5827.0,5715.2,13270.0,15303684600.0
2016-05-18,5701.0,5632.8,5730.0,5561.8,11637.0,13146930560.0
2016-05-19,5449.8,5469.0,5579.8,5449.8,13199.0,14562389560.0
2016-05-20,5431.0,5562.8,5586.2,5422.6,15262.0,16867340880.0
2016-05-23,5586.6,5635.2,5685.0,5586.6,13848.0,15639636440.0
2016-05-24,5633.8,5598.6,5646.4,5541.8,14551.0,16258921800.0
2016-05-25,5665.0,5556.0,5680.0,5550.0,14251.0,15999525840.0
2016-05-26,5551.0,5627.8,5627.8,5462.4,17065.0,18893611120.0
2016-05-27,5617.8,5630.6,5664.0,5574.0,14549.0,16344616560.0
2016-05-30,5589.0,5611.0,5676.8,5520.0,15755.0,17673129920.0
2016-05-31,5630.0,5923.2,5927.8,5630.0,18925.0,21940169280.0
2016-06-01,5925.0,5899.8,5965.6,5892.0,13944.0,16535411880.0
2016-06-02,5908.0,5937.8,5946.8,5896.2,12429.0,14720281120.0
2016-06-03,5950.0,6003.6,6019.4,5908.4,15181.0,18095355760.0
2016-06-06,6020.0,5974.0,6037.4,5956.2,12536.0,15019460760.0
2016-06-07,5983.0,6016.6,6017.6,5947.4,12039.0,14400486880.0
2016-06-08,5998.0,5995.8,6027.0,5931.6,13144.0,15702541640.0
2016-06-13,5910.0,5732.0,5977.8,5721.0,15848.0,18670464000.0
2016-06-14,5740.0,5732.0,5774.0,5689.0,13728.0,15731952160.0
2016-06-15,5688.0,5920.0,5963.8,5678.8,13782.0,16149654440.0
2016-06-16,5920.2,5912.8,5950.0,5883.2,9201.0,10906129840.0
2016-06-17,5940.0,5962.4,6012.4,5940.0,5041.0,6022441440.0
2016-06-20,5820.0,5848.2,5864.4,5725.2,14283.0,16583675040.0
2016-06-21,5900.0,5777.6,5969.6,5735.4,16109.0,18884782120.0
2016-06-22,5759.8,5922.0,5922.2,5756.6,14943.0,17446525840.0
2016-06-23,5910.0,5888.0,5918.0,5822.2,13737.0,16138523760.0
2016-06-24,5871.0,5787.0,5935.8,5653.6,18967.0,22059019000.0
2016-06-27,5810.2,5965.2,5977.4,5806.0,15312.0,18072451800.0
2016-06-28,5945.0,6037.0,6045.0,5924.4,15062.0,18007613680.0
2016-06-29,6067.0,6050.4,6077.0,6010.0,12972.0,15671596760.0
2016-06-30,6045.0,6051.6,6062.2,6021.2,11598.0,14012596680.0
2016-07-01,6060.0,6039.8,6107.0,6013.6,13186.0,15977616480.0
2016-07-04,6011.0,6159.6,6201.0,6011.0,14960.0,18350744680.0
2016-07-05,6163.6,6202.4,6219.8,6162.2,11624.0,14394202960.0
2016-07-06,6193.4,6226.6,6256.6,6165.8,12366.0,15351344120.0
2016-07-07,6237.4,6279.4,6293.8,6178.4,14216.0,17726154120.0
2016-07-08,6261.4,6265.0,6299.0,6226.0,11802.0,14789074240.0
2016-07-11,6289.6,6248.0,6356.8,6245.0,13589.0,17129090480.0
2016-07-12,6261.2,6368.6,6376.6,6220.2,14918.0,18785946880.0
2016-07-13,6394.2,6416.4,6453.0,6363.2,12722.0,16321463240.0
2016-07-14,6409.8,6442.2,6447.6,6405.6,8080.0,10385199120.0
2016-07-15,6441.4,6439.8,6469.6,6412.0,5511.0,7093716920.0
2016-07-18,6298.6,6266.0,6338.0,6252.2,11932.0,15012662080.0
2016-07-19,6281.6,6272.8,6299.6,6218.2,12937.0,16215261360.0
2016-07-20,6294.0,6265.4,6337.6,6263.8,12788.0,16104046320.0
2016-07-21,6276.8,6310.0,6378.0,6272.2,13796.0,17445677720.0
2016-07-22,6299.0,6272.6,6332.4,6259.0,12238.0,15392775280.0
2016-07-25,6256.0,6290.4,6326.0,6248.0,11452.0,14402427960.0
2016-07-26,6286.2,6393.4,6396.8,6286.2,12105.0,15378603120.0
2016-07-27,6395.2,6104.2,6416.4,6042.2,18101.0,22580091120.0
2016-07-28,6120.2,6125.6,6160.4,6060.2,13897.0,17010401080.0
2016-07-29,6142.0,6103.0,6154.4,6081.0,11027.0,13503226520.0
2016-08-01,6088.0,6028.2,6104.0,5960.2,12872.0,15480902680.0
2016-08-02,6055.6,6083.0,6100.0,6029.4,10792.0,13084227840.0
2016-08-03,6072.8,6102.6,6124.8,6063.0,10729.0,13092177720.0
2016-08-04,6109.8,6164.8,6166.6,6086.4,10270.0,12593034320.0
2016-08-05,6155.8,6147.2,6169.6,6128.8,9936.0,12217914640.0
2016-08-08,6144.4,6248.2,6248.6,6088.4,12776.0,15774331040.0
2016-08-09,6247.8,6297.2,6302.8,6237.4,10365.0,13001084160.0
2016-08-10,6295.8,6286.2,6321.4,6274.4,9411.0,11850636480.0
2016-08-11,6279.6,6196.0,6286.0,6193.0,12373.0,15445430800.0
2016-08-12,6200.0,6260.4,6295.6,6177.0,12572.0,15642846200.0
2016-08-15,6285.2,6405.2,6455.4,6263.0,13954.0,17770043280.0
2016-08-16,6425.0,6458.2,6480.0,6425.0,10161.0,13129169360.0
2016-08-17,6448.0,6470.8,6488.6,6431.0,8868.0,11462167680.0
2016-08-18,6366.4,6379.8,6424.0,6326.4,9146.0,11686173000.0
2016-08-19,6386.2,6385.6,6419.8,6345.0,10250.0,13082418000.0
2016-08-22,6391.2,6320.6,6428.0,6306.2,10581.0,13464647160.0
2016-08-23,6334.8,6308.6,6360.4,6234.2,11066.0,13985943200.0
2016-08-24,6336.8,6314.2,6364.4,6295.6,10619.0,13440868000.0
2016-08-25,6279.8,6280.0,6285.0,6188.0,11643.0,14520323560.0
2016-08-26,6305.8,6279.2,6379.4,6262.0,11926.0,15086621160.0
2016-08-29,6279.2,6327.2,6347.4,6279.0,10281.0,12987679560.0
2016-08-30,6329.0,6330.0,6377.0,6300.0,10811.0,13690394680.0
2016-08-31,6326.8,6343.0,6349.6,6272.0,10943.0,13822037280.0
2016-09-01,6340.0,6279.0,6357.0,6265.8,9918.0,12548020880.0
2016-09-02,6273.2,6271.0,6333.4,6251.0,11016.0,13860467880.0
2016-09-05,6302.6,6309.2,6357.0,6296.8,10397.0,13148265760.0
2016-09-06,6312.8,6445.8,6449.8,6251.0,13791.0,17530645400.0
2016-09-07,6452.0,6429.0,6477.0,6423.0,10452.0,13491833680.0
2016-09-08,6430.0,6477.2,6482.2,6430.0,9125.0,11771379520.0
2016-09-09,6475.0,6445.0,6487.2,6440.4,9821.0,12696988360.0
2016-09-12,6340.0,6256.0,6355.2,6252.6,12212.0,15403472200.0
2016-09-13,6298.2,6292.2,6313.0,6277.0,9278.0,11679876120.0
2016-09-14,6271.4,6270.0,6308.8,6260.0,7367.0,9263480920.0
2016-09-19,6180.2,6223.8,6228.8,6180.2,9338.0,11602915040.0
2016-09-20,6223.6,6217.6,6232.0,6200.4,7581.0,9426120680.0
2016-09-21,6228.0,6248.2,6268.0,6218.0,8710.0,10878485880.0
2016-09-22,6280.0,6293.2,6332.8,6280.0,9687.0,12210262040.0
2016-09-23,6316.2,6298.6,6316.2,6286.0,7098.0,8941001920.0
2016-09-26,6288.6,6201.2,6298.6,6185.2,10152.0,12695791600.0
2016-09-27,6238.8,6245.6,6251.0,6172.0,9823.0,12201838000.0
2016-09-28,6248.6,6240.2,6258.0,6222.2,7648.0,9543279880.0
2016-09-29,6254.8,6299.8,6314.0,6247.6,9244.0,11624501120.0
2016-09-30,6289.4,6318.6,6325.2,6283.2,7227.0,9111695560.0
2016-10-10,6348.8,6444.6,6449.6,6168.0,9917.0,12654722600.0
2016-10-11,6446.4,6454.8,6461.8,6435.0,7340.0,9464197840.0
2016-10-12,6442.0,6448.2,6463.4,6435.8,6550.0,8448670680.0
2016-10-13,6457.8,6462.0,6484.4,6442.2,7093.0,9170335600.0
2016-10-14,6461.6,6467.0,6474.0,6410.0,8630.0,11117699440.0
2016-10-17,6482.0,6418.0,6496.8,6376.2,8847.0,11405780520.0
2016-10-18,6419.4,6505.4,6516.0,6415.4,9688.0,12528699600.0
2016-10-19,6510.2,6491.2,6534.4,6479.0,7588.0,9876649400.0
2016-10-20,6500.6,6499.0,6513.0,6482.6,5547.0,7209868680.0
2016-10-21,6416.0,6396.6,6432.0,6342.6,10157.0,12988112440.0
2016-10-24,6428.8,6471.4,6506.6,6401.2,9400.0,12148181240.0
2016-10-25,6488.0,6487.0,6495.8,6475.4,6243.0,8098430160.0
2016-10-26,6488.0,6471.0,6488.0,6438.8,8054.0,10410387000.0
2016-10-27,6471.0,6458.2,6474.0,6423.4,7592.0,9789968000.0
2016-10-28,6458.6,6411.0,6485.0,6395.4,8917.0,11483266520.0
2016-10-31,6403.8,6407.6,6413.0,6360.4,7567.0,9671240680.0
2016-11-01,6410.0,6465.0,6473.6,6403.8,8223.0,10586874160.0
2016-11-02,6455.0,6400.0,6461.0,6397.4,7714.0,9921807080.0
2016-11-03,6396.6,6435.0,6493.4,6392.4,9540.0,12294295520.0
2016-11-04,6435.0,6419.6,6477.8,6406.4,7402.0,9534542120.0
2016-11-07,6438.8,6409.0,6454.0,6398.0,7276.0,9350222840.0
2016-11-08,6434.0,6469.0,6488.0,6425.0,8041.0,10376542280.0
2016-11-09,6467.4,6405.0,6475.8,6307.2,11217.0,14384448560.0
2016-11-10,6473.0,6499.0,6517.6,6472.0,8109.0,10536243640.0
2016-11-11,6496.8,6563.0,6573.6,6485.0,8360.0,10915892480.0
2016-11-14,6552.6,6586.6,6618.0,6547.2,8049.0,10602101280.0
2016-11-15,6580.0,6601.8,6608.0,6575.0,6781.0,8940667040.0
2016-11-16,6539.4,6538.4,6552.8,6522.2,4631.0,6054070280.0
2016-11-17,6520.4,6547.0,6547.0,6480.0,6731.0,8777855680.0
2016-11-18,6549.8,6506.8,6549.8,6492.0,7552.0,9853893360.0
2016-11-21,6511.2,6523.2,6573.2,6502.0,8422.0,10998126440.0
2016-11-22,6535.2,6593.6,6593.6,6531.0,7467.0,9792887480.0
2016-11-23,6615.0,6561.8,6615.0,6550.2,7611.0,10011125880.0
2016-11-24,6568.4,6547.6,6574.6,6531.8,6412.0,8407621560.0
2016-11-25,6541.0,6564.8,6586.6,6449.0,9326.0,12151285760.0
2016-11-28,6595.8,6596.4,6617.8,6553.2,7392.0,9733475720.0
2016-11-29,6588.0,6556.8,6608.8,6530.2,7785.0,10231331600.0
2016-11-30,6543.0,6531.2,6589.0,6506.4,8352.0,10937486240.0
2016-12-01,6540.2,6572.0,6592.2,6533.0,7066.0,9273508160.0
2016-12-02,6550.2,6433.0,6563.0,6430.2,8206.0,10677590880.0
2016-12-05,6395.0,6430.0,6492.0,6388.0,7184.0,9270356800.0
2016-12-06,6451.6,6431.4,6479.8,6421.6,6802.0,8780438840.0
2016-12-07,6443.0,6488.6,6499.6,6417.6,7362.0,9520615600.0
2016-12-08,6491.2,6488.8,6505.0,6475.0,6546.0,8498686480.0
2016-12-09,6470.0,6456.0,6499.8,6456.0,6655.0,8625092200.0
2016-12-12,6459.2,6174.6,6492.6,6156.6,9657.0,12242988880.0
2016-12-13,6188.6,6231.0,6253.2,6161.6,8125.0,10098176080.0
2016-12-14,6231.0,6224.0,6292.0,6197.0,7622.0,9520384800.0
2016-12-15,6217.0,6262.8,6304.4,6200.0,6052.0,7569182040.0
2016-12-16,6148.4,6204.4,6221.0,6148.4,7394.0,9159335840.0
2016-12-19,6204.0,6198.0,6209.4,6153.2,6142.0,7603759000.0
2016-12-20,6190.4,6183.8,6216.4,6164.2,6587.0,8149638320.0
2016-12-21,6200.4,6256.6,6264.0,6200.4,6920.0,8632224640.0
2016-12-22,6249.4,6235.0,6254.6,6187.8,6495.0,8080210160.0
2016-12-23,6230.2,6209.8,6235.0,6170.2,6058.0,7513116320.0
2016-12-26,6181.6,6219.8,6226.8,6114.6,7211.0,8900345120.0
2016-12-27,6216.0,6216.0,6237.6,6212.0,4972.0,6189154760.0
2016-12-28,6224.8,6218.0,6232.6,6186.4,5091.0,6333199120.0
2016-12-29,6214.8,6215.8,6250.8,6184.4,6280.0,7811686880.0
2016-12-30,6225.0,6210.6,6247.0,6191.2,5919.0,7360554240.0
2017-01-03,6242.0,6275.8,6297.0,6225.2,6343.0,7956803000.0
2017-01-04,6275.8,6367.0,6372.0,6267.0,6933.0,8771195160.0
2017-01-05,6362.0,6359.0,6371.8,6347.0,5089.0,6473341240.0
2017-01-06,6357.6,6339.0,6366.0,6321.2,5434.0,6890604720.0
2017-01-09,6336.0,6373.8,6382.6,6328.0,5638.0,7169432840.0
2017-01-10,6375.0,6344.6,6388.6,6343.2,5327.0,6784404480.0
2017-01-11,6339.2,6297.6,6382.2,6295.0,6579.0,8335130680.0
2017-01-12,6302.4,6238.4,6321.2,6233.0,6221.0,7817887160.0
2017-01-13,6245.2,6178.4,6267.4,6170.8,7654.0,9529412200.0
2017-01-16,6171.8,6011.4,6190.0,5874.8,9088.0,11027497120.0
2017-01-17,5998.0,6065.0,6070.0,5956.8,8087.0,9742689760.0
2017-01-18,6059.0,6073.8,6105.0,6038.0,7472.0,9077618880.0
2017-01-19,6063.4,6047.0,6093.4,6026.6,6053.0,7337618560.0
2017-01-20,5988.0,6082.8,6108.0,5983.0,8844.0,10735028800.0
2017-01-23,6095.0,6114.2,6157.6,6095.0,6444.0,7892439720.0
2017-01-24,6109.8,6123.0,6129.6,6090.4,5648.0,6902507040.0
2017-01-25,6102.4,6155.0,6158.0,6091.6,5634.0,6914524600.0
2017-01-26,6162.8,6188.8,6197.6,6152.6,4638.0,5728004760.0
2017-02-03,6190.0,6165.0,6199.8,6079.6,5183.0,6378474920.0
2017-02-06,6171.2,6199.6,6207.2,6147.8,6191.0,7654544440.0
2017-02-07,6200.0,6187.4,6218.6,6163.0,6258.0,7746606720.0
2017-02-08,6180.0,6246.6,6261.8,6166.0,6954.0,8631748600.0
2017-02-09,6248.0,6284.8,6299.0,6244.6,6392.0,8029932440.0
2017-02-10,6288.0,6294.2,6306.8,6269.0,7018.0,8825118160.0
2017-02-13,6295.2,6330.2,6348.4,6284.2,6313.0,7982487080.0
2017-02-14,6338.8,6332.0,6342.0,6306.8,5295.0,6702203080.0
2017-02-15,6249.8,6200.2,6266.2,6194.0,4539.0,5657703640.0
2017-02-16,6200.2,6260.4,6263.8,6198.8,6413.0,8000812200.0
2017-02-17,6295.8,6213.0,6295.8,6200.0,8960.0,11187200800.0
2017-02-20,6220.2,6313.8,6315.0,6218.4,10098.0,12654832000.0
2017-02-21,6311.0,6341.0,6361.4,6302.4,9310.0,11801363560.0
2017-02-22,6348.0,6389.6,6395.2,6338.0,9035.0,11508845760.0
2017-02-23,6389.4,6397.6,6407.0,6348.4,9983.0,12737246600.0
2017-02-24,6390.4,6410.6,6413.0,6375.4,8443.0,10794328240.0
2017-02-27,6410.0,6348.0,6410.0,6332.2,9370.0,11941464440.0
2017-02-28,6350.2,6376.4,6387.8,6347.2,9387.0,11953565840.0
2017-03-01,6375.8,6397.8,6444.0,6363.6,10832.0,13883088720.0
2017-03-02,6416.8,6390.0,6423.8,6362.2,9945.0,12705381360.0
2017-03-03,6379.8,6393.0,6418.0,6346.2,10414.0,13299788440.0
2017-03-06,6404.8,6459.8,6479.8,6403.4,9589.0,12382561120.0
2017-03-07,6463.8,6465.0,6469.6,6433.6,8213.0,10602934600.0
2017-03-08,6466.0,6449.6,6466.0,6427.4,8016.0,10337579880.0
2017-03-09,6436.0,6390.8,6442.4,6361.2,10675.0,13651988680.0
2017-03-10,6397.8,6410.4,6429.8,6392.4,8480.0,10874225280.0
2017-03-13,6404.8,6484.6,6489.8,6365.4,10438.0,13459005560.0
2017-03-14,6487.2,6470.0,6503.8,6461.0,8196.0,10625713880.0
2017-03-15,6464.6,6466.4,6486.0,6455.4,8862.0,11469930280.0
2017-03-16,6489.6,6539.0,6544.0,6489.6,7810.0,10189498800.0
2017-03-17,6485.0,6410.0,6553.0,6393.0,12413.0,16052234080.0
2017-03-20,6423.6,6427.0,6434.4,6385.0,9473.0,12147463880.0
2017-03-21,6426.6,6445.0,6445.0,6403.4,8546.0,10977695560.0
2017-03-22,6415.8,6428.8,6442.4,6372.8,10292.0,13202263280.0
2017-03-23,6441.0,6450.0,6477.4,6382.0,12578.0,16199815120.0
2017-03-24,6451.4,6527.8,6535.0,6445.8,11786.0,15290658480.0
2017-03-27,6533.4,6480.6,6534.0,6466.4,10213.0,13264625680.0
2017-03-28,6485.0,6467.2,6496.0,6453.2,8921.0,11551657640.0
2017-03-29,6470.0,6443.6,6491.8,6406.4,11307.0,14596863040.0
2017-03-30,6438.0,6366.4,6454.6,6354.0,12536.0,16046840520.0
2017-03-31,6378.6,6380.2,6394.2,6352.6,9206.0,11741494280.0
2017-04-05,6418.0,6538.6,6545.0,6418.0,11851.0,15405613600.0
2017-04-06,6547.0,6536.0,6548.4,6514.0,8650.0,11298274240.0
2017-04-07,6528.8,6556.0,6578.0,6510.2,8807.0,11523286720.0
2017-04-10,6551.2,6546.0,6569.4,6537.4,7268.0,9522853400.0
2017-04-11,6549.0,6602.2,6618.4,6509.0,11275.0,14813209160.0
2017-04-12,6608.8,6555.8,6609.8,6547.8,9866.0,12984394240.0
2017-04-13,6550.2,6610.0,6627.8,6550.2,9324.0,12305871480.0
2017-04-14,6605.0,6518.8,6608.4,6503.2,11205.0,14672450160.0
2017-04-17,6505.2,6443.2,6516.0,6425.4,11107.0,14363283080.0
2017-04-18,6455.0,6422.2,6484.6,6418.0,9838.0,12706907960.0
2017-04-19,6400.0,6346.6,6408.6,6284.0,11663.0,14784944200.0
2017-04-20,6350.2,6347.8,6383.8,6312.6,7678.0,9756001760.0
2017-04-21,6316.8,6260.2,6340.6,6252.0,11332.0,14270357080.0
2017-04-24,6244.8,6108.4,6257.0,6106.0,11588.0,14280933440.0
2017-04-25,6129.2,6128.0,6182.4,6115.6,10751.0,13223176320.0
2017-04-26,6128.0,6142.0,6176.0,6128.0,9484.0,11681045200.0
2017-04-27,6129.0,6160.0,6180.4,6026.0,13148.0,16055217040.0
2017-04-28,6155.0,6180.4,6188.0,6148.4,9521.0,11745099680.0
2017-05-02,6180.0,6176.0,6187.4,6153.0,7378.0,9105226080.0
2017-05-03,6175.0,6156.2,6207.6,6136.0,8925.0,11012286920.0
2017-05-04,6147.8,6123.6,6217.4,6121.0,11114.0,13696374720.0
2017-05-05,6113.8,6057.8,6141.0,6047.0,11746.0,14343336440.0
2017-05-08,6050.2,5951.2,6069.8,5945.2,11810.0,14212153760.0
2017-05-09,5950.0,5987.0,5998.4,5907.8,13017.0,15508158960.0
2017-05-10,5993.2,5842.2,6016.0,5839.6,13186.0,15695900040.0
2017-05-11,5826.0,5827.2,5872.0,5706.0,15025.0,17431405840.0
