,open,close,high,low,volume,money
2015-10-20,3291.4,3358.0,3360.0,3281.2,3157.0,3133306800.0
2015-10-21,3372.8,3236.0,3372.8,3220.0,3360.0,3319819800.0
2015-10-22,3250.2,3304.4,3335.8,3245.2,2974.0,2935201260.0
2015-10-23,3331.2,3370.8,3374.8,3290.6,2987.0,2981970360.0
2015-10-26,3378.0,3370.0,3399.6,3344.0,2415.0,2446704240.0
2015-10-27,3368.6,3379.0,3395.8,3285.6,2677.0,2682078240.0
2015-10-28,3361.8,3318.0,3384.0,3305.0,2401.0,2408934360.0
2015-10-29,3328.0,3338.8,3370.8,3296.2,2594.0,2594505300.0
2015-10-30,3329.8,3342.2,3378.6,3300.0,2584.0,2588009040.0
2015-11-02,3309.0,3299.8,3357.2,3257.6,2717.0,2702398260.0
2015-11-03,3315.0,3282.0,3327.0,3275.0,2439.0,2416845960.0
2015-11-04,3296.0,3492.0,3493.0,3293.2,4859.0,4942143300.0
2015-11-05,3489.8,3543.2,3593.0,3464.4,4612.0,4877238240.0
2015-11-06,3548.0,3675.0,3675.0,3538.8,3651.0,3945428580.0
2015-11-09,3654.8,3691.2,3747.0,3653.0,3613.0,4015577940.0
2015-11-10,3666.0,3688.4,3719.8,3663.0,3183.0,3521561160.0
2015-11-11,3700.2,3723.2,3723.4,3658.8,3511.0,3884730840.0
2015-11-12,3748.6,3666.2,3748.6,3633.0,4119.0,4544002200.0
2015-11-13,3648.6,3628.0,3665.0,3601.2,4182.0,4560830880.0
2015-11-16,3582.0,3650.0,3658.0,3572.2,5550.0,6021846600.0
2015-11-17,3660.0,3605.6,3746.6,3603.0,8535.0,9440824380.0
2015-11-18,3621.2,3596.2,3661.8,3590.8,9451.0,10284089100.0
2015-11-19,3617.0,3688.8,3690.8,3605.0,13386.0,14618961720.0
2015-11-20,3687.8,3644.8,3694.8,3635.2,14914.0,16374428400.0
2015-11-23,3640.0,3619.2,3694.4,3611.0,14578.0,15976462320.0
2015-11-24,3622.2,3655.6,3655.6,3576.4,16575.0,17967014220.0
2015-11-25,3652.8,3695.0,3698.8,3628.0,14873.0,16335751560.0
2015-11-26,3701.6,3662.0,3730.0,3653.0,15111.0,16745623080.0
2015-11-27,3663.0,3487.4,3670.0,3440.0,18971.0,20356957620.0
2015-11-30,3487.2,3485.8,3523.0,3423.4,18161.0,18971025480.0
2015-12-01,3500.0,3524.8,3554.8,3470.0,15853.0,16668969300.0
2015-12-02,3530.2,3692.0,3693.0,3504.8,21374.0,22981273020.0
2015-12-03,3674.4,3699.6,3712.4,3650.0,15165.0,16734081780.0
2015-12-04,3665.0,3638.0,3679.0,3601.0,15414.0,16824144780.0
2015-12-07,3650.0,3620.0,3663.8,3605.8,13794.0,15038202840.0
2015-12-08,3606.0,3579.2,3609.6,3557.2,15427.0,16574986020.0
2015-12-09,3571.6,3593.2,3626.6,3570.6,14741.0,15892920780.0
2015-12-10,3587.8,3567.0,3659.0,3544.0,16540.0,17930250240.0
2015-12-11,3581.0,3593.0,3615.2,3540.0,15650.0,16785667680.0
2015-12-14,3565.8,3711.8,3715.8,3558.0,18771.0,20435911200.0
2015-12-15,3712.0,3670.4,3718.0,3666.2,14496.0,16063102800.0
2015-12-16,3685.8,3675.0,3715.0,3670.6,12459.0,13805057040.0
2015-12-17,3686.4,3754.4,3771.8,3686.4,12263.0,13760618340.0
2015-12-18,3741.0,3772.0,3798.0,3740.2,6930.0,7830106800.0
2015-12-21,3694.4,3800.2,3820.0,3692.0,14845.0,16776714480.0
2015-12-22,3804.8,3819.0,3827.8,3771.2,13209.0,15054351120.0
2015-12-23,3817.8,3805.0,3858.6,3790.2,15306.0,17561441820.0
2015-12-24,3811.0,3775.2,3814.6,3730.4,15078.0,17050081080.0
2015-12-25,3782.2,3806.8,3806.8,3760.2,12153.0,13791818340.0
2015-12-28,3791.6,3647.6,3798.4,3642.8,15233.0,17044435500.0
2015-12-29,3661.0,3695.8,3712.0,3653.2,14092.0,15563782200.0
2015-12-30,3706.8,3696.8,3718.6,3665.0,13244.0,14684292060.0
2015-12-31,3698.8,3658.2,3734.0,3651.6,13942.0,15442830300.0
2016-01-04,3640.0,3425.0,3657.4,3415.8,12513.0,13344117660.0
2016-01-05,3425.0,3408.8,3486.6,3341.0,18526.0,19015809900.0
2016-01-06,3417.2,3465.0,3501.0,3417.2,17110.0,17751466320.0
2016-01-07,3430.2,3245.2,3438.8,3238.6,4727.0,4761319920.0
2016-01-08,3320.4,3309.0,3401.0,3215.4,19258.0,19204669080.0
2016-01-11,3250.0,3151.8,3313.2,3151.6,20436.0,19952472060.0
2016-01-12,3204.8,3196.6,3236.6,3166.2,18644.0,17927563860.0
2016-01-13,3236.0,3152.8,3249.2,3113.0,18514.0,17803534140.0
2016-01-14,3098.2,3204.6,3215.2,3082.0,16415.0,15450788580.0
2016-01-15,3187.2,3132.8,3209.6,3129.0,8599.0,8192819220.0
2016-01-18,3010.0,3042.0,3097.0,3010.0,18938.0,17360830020.0
2016-01-19,3048.2,3134.0,3156.0,3040.0,18741.0,17419858080.0
2016-01-20,3115.6,3074.0,3142.0,3051.2,18141.0,16866446400.0
2016-01-21,3085.0,3011.0,3139.0,2998.0,20056.0,18485858580.0
2016-01-22,3058.8,3042.0,3070.0,2985.2,19068.0,17341244280.0
2016-01-25,3058.2,3044.2,3086.8,3029.2,15013.0,13762423740.0
2016-01-26,3025.6,2899.0,3041.6,2881.0,18918.0,16903087380.0
2016-01-27,2921.2,2867.6,2922.8,2808.0,21999.0,18920684280.0
2016-01-28,2856.0,2816.8,2900.0,2811.4,17931.0,15400378860.0
2016-01-29,2827.0,2903.8,2938.0,2827.0,20277.0,17590800120.0
2016-02-01,2910.0,2883.8,2925.0,2843.0,17230.0,14925561000.0
2016-02-02,2890.2,2948.8,2963.0,2881.4,18148.0,15978540540.0
2016-02-03,2924.4,2939.4,2944.0,2881.2,17007.0,14850944040.0
2016-02-04,2955.6,2978.8,2998.0,2943.0,17349.0,15465279420.0
2016-02-05,2969.6,2937.2,2975.2,2934.0,12402.0,11001964380.0
2016-02-15,2885.0,2929.8,2948.6,2880.2,14438.0,12625894320.0
2016-02-16,2946.0,3016.6,3031.6,2944.8,15217.0,13726267380.0
2016-02-17,3017.6,3045.6,3055.0,3011.4,12780.0,11634455220.0
2016-02-18,3010.0,2981.8,3029.0,2973.6,14347.0,12907388640.0
2016-02-19,2976.6,2980.8,3010.6,2966.8,16554.0,14838286380.0
2016-02-22,3013.0,3042.0,3066.0,3003.0,18228.0,16590382080.0
2016-02-23,3037.2,3022.4,3047.0,2988.0,18091.0,16381903320.0
2016-02-24,3017.0,3039.8,3045.8,2977.0,20368.0,18415216500.0
2016-02-25,3039.8,2847.0,3043.6,2822.0,23938.0,21178125060.0
2016-02-26,2879.0,2880.0,2905.2,2851.0,20746.0,17934147600.0
2016-02-29,2868.2,2789.0,2879.0,2753.2,22702.0,19067385300.0
2016-03-01,2800.0,2864.2,2898.6,2793.4,23348.0,19887306900.0
2016-03-02,2883.6,3009.0,3017.8,2880.0,24454.0,21641454180.0
2016-03-03,3010.0,3008.6,3034.8,2998.2,20460.0,18512602020.0
2016-03-04,3006.6,3052.4,3069.0,2982.0,23353.0,21216584880.0
2016-03-07,3090.2,3083.8,3135.6,3048.0,21358.0,19797011760.0
2016-03-08,3072.2,3075.4,3080.0,2970.2,22774.0,20670733740.0
2016-03-09,3029.2,3016.6,3042.2,2992.0,19523.0,17680571340.0
2016-03-10,3020.6,2983.0,3060.0,2982.0,19317.0,17534938200.0
2016-03-11,2980.2,2986.6,3012.0,2961.0,19754.0,17693303160.0
2016-03-14,3020.0,3042.0,3108.8,3019.8,21773.0,20043224280.0
2016-03-15,3043.0,3046.6,3060.6,3011.2,18995.0,17312611860.0
2016-03-16,3070.0,3062.0,3096.8,3043.0,17534.0,16131793080.0
2016-03-17,3099.0,3123.0,3160.6,3071.0,14253.0,13295196240.0
2016-03-18,3131.2,3176.8,3196.8,3131.2,7121.0,6755481120.0
2016-03-21,3161.0,3210.2,3245.0,3161.0,20669.0,19880531400.0
2016-03-22,3195.0,3194.6,3220.0,3187.0,16594.0,15945582540.0
2016-03-23,3205.0,3196.0,3226.8,3166.0,17323.0,16585739220.0
2016-03-24,3170.0,3144.8,3186.0,3130.2,19095.0,18093630660.0
2016-03-25,3150.0,3162.8,3178.0,3143.4,15121.0,14333042400.0
2016-03-28,3175.2,3129.8,3216.8,3120.0,18261.0,17394152100.0
2016-03-29,3136.2,3104.0,3149.6,3082.0,18588.0,17383150920.0
2016-03-30,3142.8,3190.0,3197.6,3131.0,19986.0,18959413440.0
2016-03-31,3203.4,3191.0,3208.6,3172.8,18153.0,17392662540.0
2016-04-01,3185.2,3206.6,3210.0,3123.6,19905.0,18940835880.0
2016-04-05,3190.2,3236.2,3286.6,3180.8,19764.0,19127360880.0
2016-04-06,3227.8,3239.4,3244.4,3222.2,14521.0,14092406940.0
2016-04-07,3257.2,3202.8,3262.4,3195.0,18429.0,17797467000.0
2016-04-08,3192.0,3180.0,3192.6,3145.6,18299.0,17414830320.0
2016-04-11,3207.0,3213.8,3255.0,3205.0,19938.0,19332657540.0
2016-04-12,3210.0,3215.4,3222.0,3190.0,17834.0,17145176400.0
2016-04-13,3245.0,3251.6,3306.6,3242.4,19544.0,19217043300.0
2016-04-14,3271.0,3269.2,3284.6,3252.0,12552.0,12311004360.0
2016-04-15,3270.0,3270.2,3279.4,3258.2,7579.0,7433250900.0
2016-04-18,3219.8,3191.6,3220.8,3171.4,15722.0,15033065880.0
2016-04-19,3226.6,3192.6,3229.0,3175.2,15275.0,14633097840.0
2016-04-20,3206.0,3114.8,3217.0,3072.2,22139.0,20849985180.0
2016-04-21,3110.0,3115.0,3169.4,3103.6,18879.0,17757257520.0
2016-04-22,3102.0,3141.2,3147.0,3098.4,15358.0,14419442940.0
2016-04-25,3125.0,3127.6,3134.4,3083.0,15420.0,14396697120.0
2016-04-26,3130.2,3143.0,3157.4,3105.2,15821.0,14862584220.0
2016-04-27,3148.2,3125.8,3153.0,3117.0,14153.0,13309248720.0
2016-04-28,3140.0,3121.2,3141.0,3097.0,15287.0,14299401120.0
2016-04-29,3111.0,3128.0,3145.4,3110.4,13294.0,12486892980.0
2016-05-03,3131.0,3200.0,3204.6,3110.8,17112.0,16285856160.0
2016-05-04,3187.0,3188.2,3198.0,3167.2,13064.0,12479661840.0
2016-05-05,3182.8,3192.6,3192.8,3169.0,12058.0,11511263580.0
2016-05-06,3194.4,3088.4,3194.4,3088.4,16948.0,15995680560.0
2016-05-09,3054.0,3022.0,3085.0,3022.0,16087.0,14733396840.0
2016-05-10,3023.0,3035.2,3063.8,3023.0,13761.0,12570734640.0
2016-05-11,3055.4,3052.4,3081.8,3038.0,14667.0,13450349760.0
2016-05-12,3038.0,3066.6,3079.0,3014.8,15299.0,14006749980.0
2016-05-13,3056.0,3068.0,3094.4,3051.8,12852.0,11838043200.0
2016-05-16,3062.4,3082.4,3087.8,3033.0,14047.0,12928384020.0
2016-05-17,3082.4,3081.4,3099.0,3061.0,14128.0,13044015060.0
2016-05-18,3065.8,3058.6,3075.0,3027.0,13272.0,12150606600.0
2016-05-19,3020.2,3014.2,3049.0,3011.0,13059.0,11871176580.0
2016-05-20,3005.0,3034.2,3045.0,3002.0,15268.0,13874466000.0
2016-05-23,3036.6,3043.0,3073.0,3034.6,13310.0,12192288720.0
2016-05-24,3045.0,3028.6,3047.0,3010.0,13615.0,12355603200.0
2016-05-25,3053.6,3021.6,3059.0,3015.2,13523.0,12320143020.0
2016-05-26,3024.0,3026.0,3047.8,2988.0,15660.0,14158422780.0
2016-05-27,3027.8,3033.6,3039.8,3014.2,12231.0,11105922780.0
2016-05-30,3028.0,3036.6,3053.6,2992.8,13652.0,12399787080.0
2016-05-31,3046.2,3158.8,3158.8,2732.4,21142.0,19693996380.0
2016-06-01,3150.2,3131.8,3161.4,3131.8,13754.0,12970960560.0
2016-06-02,3132.2,3135.4,3146.0,3125.0,10165.0,9558479220.0
2016-06-03,3144.2,3177.4,3183.0,3132.6,14543.0,13770034920.0
2016-06-06,3182.4,3157.4,3193.2,3150.0,12282.0,11647697820.0
2016-06-07,3164.0,3160.0,3169.0,3151.8,10101.0,9570761280.0
2016-06-08,3158.0,3148.0,3160.0,3131.2,11858.0,11184929160.0
2016-06-13,3119.0,3028.8,3131.8,3027.0,15138.0,14088971100.0
2016-06-14,3038.2,3050.4,3069.2,3034.2,15262.0,13985572080.0
2016-06-15,3026.6,3100.0,3127.2,3021.0,14507.0,13426525740.0
2016-06-16,3097.0,3088.0,3103.6,3078.2,9782.0,9071724360.0
2016-06-17,3046.2,3036.4,3079.2,3024.0,14605.0,13383278580.0
2016-06-20,3055.0,3049.2,3061.6,3015.8,12478.0,11374899660.0
2016-06-21,3061.0,3037.8,3109.6,3027.6,14903.0,13697925060.0
2016-06-22,3030.4,3076.0,3076.0,3030.2,12581.0,11543308560.0
2016-06-23,3076.0,3061.6,3081.0,3040.0,12182.0,11177285340.0
2016-06-24,3057.2,3013.2,3086.6,2971.0,17436.0,15888141600.0
2016-06-27,3015.2,3078.0,3079.4,3015.2,13704.0,12577739280.0
2016-06-28,3070.0,3094.0,3098.2,3048.8,12662.0,11661996720.0
2016-06-29,3100.0,3111.0,3120.0,3091.0,11917.0,11093173320.0
2016-06-30,3110.8,3111.2,3124.4,3107.2,9920.0,9265220160.0
2016-07-01,3118.8,3101.0,3133.8,3100.0,10794.0,10097292420.0
2016-07-04,3095.6,3170.0,3183.0,3095.0,14314.0,13537609920.0
2016-07-05,3166.6,3172.8,3184.8,3160.2,10359.0,9860368380.0
2016-07-06,3165.6,3184.2,3187.0,3148.0,12261.0,11655532740.0
2016-07-07,3186.2,3185.6,3192.8,3161.2,12262.0,11692173240.0
2016-07-08,3177.0,3171.4,3187.8,3163.6,11560.0,11008310220.0
2016-07-11,3182.0,3176.6,3227.8,3175.0,15212.0,14614176240.0
2016-07-12,3185.0,3262.6,3276.6,3182.2,15305.0,14792081340.0
2016-07-13,3270.2,3272.4,3299.0,3265.4,13812.0,13606695240.0
2016-07-14,3269.6,3270.8,3278.6,3253.2,9375.0,9195764520.0
2016-07-15,3259.2,3243.2,3259.2,3231.0,11061.0,10755126240.0
2016-07-18,3243.2,3224.2,3246.8,3218.2,10930.0,10601310900.0
2016-07-19,3228.0,3206.0,3237.8,3185.0,12293.0,11832834420.0
2016-07-20,3212.6,3196.0,3221.8,3195.6,9911.0,9533367540.0
2016-07-21,3199.8,3220.2,3242.2,3198.8,12599.0,12180093660.0
2016-07-22,3213.0,3194.2,3223.0,3188.6,11866.0,11400710700.0
2016-07-25,3200.0,3198.0,3219.8,3190.6,10376.0,9971927040.0
2016-07-26,3199.4,3247.0,3247.0,3196.8,11772.0,11394695460.0
2016-07-27,3253.2,3163.0,3255.8,3122.0,17238.0,16494672960.0
2016-07-28,3164.2,3191.0,3206.6,3162.6,13906.0,13298370960.0
2016-07-29,3188.8,3181.8,3201.6,3170.2,10977.0,10503823320.0
2016-08-01,3174.0,3151.6,3183.8,3136.0,12001.0,11359598940.0
2016-08-02,3176.0,3164.8,3176.0,3148.6,9146.0,8670384000.0
2016-08-03,3158.8,3166.0,3181.0,3154.6,10500.0,9977623620.0
2016-08-04,3166.2,3177.2,3178.0,3145.0,10262.0,9737149380.0
2016-08-05,3181.0,3193.0,3209.8,3166.2,10937.0,10455854340.0
2016-08-08,3190.0,3223.0,3224.4,3168.2,11751.0,11282019720.0
2016-08-09,3221.0,3244.0,3247.0,3215.0,10838.0,10509649440.0
2016-08-10,3244.2,3234.2,3252.2,3231.0,8585.0,8342734860.0
2016-08-11,3231.6,3226.2,3269.6,3226.0,12119.0,11797882140.0
2016-08-12,3222.0,3288.0,3293.6,3222.0,12973.0,12656329260.0
2016-08-15,3300.0,3380.0,3423.8,3292.8,15851.0,15995354340.0
2016-08-16,3391.8,3373.4,3414.8,3372.0,13177.0,13401998280.0
2016-08-17,3374.2,3365.8,3396.0,3355.0,11012.0,11149071840.0
2016-08-18,3345.6,3336.0,3369.8,3320.0,11816.0,11867472540.0
2016-08-19,3341.0,3332.4,3343.0,3312.0,12783.0,12766779840.0
2016-08-22,3337.2,3317.0,3353.0,3308.0,11748.0,11719787040.0
2016-08-23,3316.4,3318.0,3340.6,3295.0,12959.0,12916146060.0
2016-08-24,3318.8,3302.2,3327.4,3294.4,11716.0,11633365440.0
2016-08-25,3282.4,3284.2,3289.8,3249.8,12694.0,12460786980.0
2016-08-26,3292.0,3278.4,3312.0,3273.4,11968.0,11822044620.0
2016-08-29,3280.0,3279.2,3292.4,3268.0,10526.0,10357427400.0
2016-08-30,3288.8,3293.2,3307.0,3273.0,11574.0,11418071760.0
2016-08-31,3293.2,3310.6,3319.0,3281.0,13164.0,13029232800.0
2016-09-01,3309.0,3271.8,3309.6,3270.0,11261.0,11128814160.0
2016-09-02,3275.8,3289.0,3305.0,3270.0,11612.0,11460493680.0
2016-09-05,3300.2,3299.4,3328.8,3294.6,11459.0,11368421220.0
2016-09-06,3299.0,3329.0,3336.0,3272.8,14441.0,14324031780.0
2016-09-07,3335.0,3330.2,3343.6,3322.8,11112.0,11111285040.0
2016-09-08,3329.8,3328.2,3333.0,3318.0,10597.0,10569537660.0
2016-09-09,3330.0,3309.0,3333.6,3306.0,12732.0,12685185840.0
2016-09-12,3261.0,3234.6,3264.6,3225.0,16786.0,16349414100.0
2016-09-13,3252.0,3245.6,3256.6,3240.2,12019.0,11712843720.0
2016-09-14,3238.2,3235.0,3251.4,3231.2,8713.0,8474371860.0
2016-09-19,3195.0,3214.0,3223.6,3195.0,10049.0,9687367320.0
2016-09-20,3215.4,3214.4,3218.0,3205.2,7777.0,7494678780.0
2016-09-21,3214.0,3236.6,3237.8,3212.0,9348.0,9049490340.0
2016-09-22,3245.6,3262.8,3279.6,3243.0,10550.0,10323133080.0
2016-09-23,3268.2,3248.4,3271.4,3247.6,8040.0,7849786680.0
2016-09-26,3241.0,3204.8,3241.0,3203.0,9949.0,9618468420.0
2016-09-27,3202.0,3224.8,3229.8,3200.8,10789.0,10403170320.0
2016-09-28,3223.6,3221.4,3226.0,3213.2,7502.0,7246528200.0
2016-09-29,3226.2,3241.8,3252.4,3225.8,9394.0,9131031780.0
2016-09-30,3231.6,3246.0,3256.6,3231.6,7931.0,7720451640.0
2016-10-10,3265.0,3289.2,3298.8,3210.6,10644.0,10445173620.0
2016-10-11,3289.6,3298.0,3302.8,3285.4,8410.0,8311813800.0
2016-10-12,3291.0,3289.8,3294.0,3280.2,6935.0,6840515640.0
2016-10-13,3289.2,3287.2,3307.0,3280.2,8419.0,8309539680.0
2016-10-14,3285.8,3301.8,3303.0,3270.4,9586.0,9451980720.0
2016-10-17,3302.0,3271.0,3308.2,3263.0,10665.0,10524435180.0
2016-10-18,3277.6,3317.0,3322.2,3272.6,12333.0,12197471580.0
2016-10-19,3326.0,3312.8,3335.0,3308.8,9822.0,9785025840.0
2016-10-20,3316.4,3317.4,3325.8,3312.2,7751.0,7717647900.0
2016-10-21,3282.8,3297.2,3314.4,3274.2,11285.0,11150763420.0
2016-10-24,3300.0,3344.2,3367.8,3300.0,10891.0,10901020800.0
2016-10-25,3347.2,3338.8,3350.0,3335.0,7215.0,7231200360.0
2016-10-26,3335.2,3329.8,3346.6,3324.4,7995.0,8000646540.0
2016-10-27,3330.4,3324.6,3334.0,3312.2,8062.0,8032440180.0
2016-10-28,3327.2,3324.0,3354.8,3316.0,10221.0,10219204680.0
2016-10-31,3318.0,3317.4,3324.0,3290.2,8789.0,8726659680.0
2016-11-01,3318.4,3341.2,3345.8,3315.0,8391.0,8388325440.0
2016-11-02,3332.4,3319.2,3338.0,3313.4,8048.0,8027400360.0
2016-11-03,3313.0,3351.8,3374.8,3310.4,11000.0,11034166920.0
2016-11-04,3357.8,3338.6,3369.8,3335.0,8896.0,8948072160.0
2016-11-07,3341.4,3343.4,3356.8,3335.4,7726.0,7754641320.0
2016-11-08,3352.6,3365.2,3378.6,3348.6,8667.0,8742675060.0
2016-11-09,3366.0,3348.2,3368.0,3297.2,11623.0,11650613040.0
2016-11-10,3381.0,3379.4,3399.8,3372.6,9322.0,9466724520.0
2016-11-11,3376.4,3416.8,3422.0,3368.4,10335.0,10527351600.0
2016-11-14,3406.8,3425.6,3449.6,3400.2,10933.0,11241262860.0
2016-11-15,3420.6,3423.2,3430.8,3411.2,9841.0,10097845500.0
2016-11-16,3429.2,3423.6,3435.4,3416.8,8703.0,8938596180.0
2016-11-17,3396.0,3405.8,3407.6,3379.8,9307.0,9475852140.0
2016-11-18,3411.2,3394.6,3411.2,3384.2,9630.0,9822400920.0
2016-11-21,3396.2,3415.0,3444.6,3394.8,10971.0,11249538060.0
2016-11-22,3420.0,3450.8,3451.0,3419.2,9954.0,10265398380.0
2016-11-23,3456.6,3458.6,3469.0,3443.0,10452.0,10842081180.0
2016-11-24,3456.8,3464.8,3487.4,3447.8,9515.0,9890721180.0
2016-11-25,3467.0,3517.0,3517.4,3443.6,10461.0,10904296740.0
2016-11-28,3520.0,3532.4,3547.6,3518.0,9956.0,10548023160.0
2016-11-29,3521.0,3561.6,3581.4,3511.4,12071.0,12852240240.0
2016-11-30,3557.2,3534.6,3571.0,3527.0,12373.0,13165320900.0
2016-12-01,3542.8,3568.4,3583.0,3541.8,11232.0,12004099560.0
2016-12-02,3566.0,3526.0,3569.6,3516.8,11119.0,11806827480.0
2016-12-05,3482.6,3453.0,3503.4,3451.0,12081.0,12602398620.0
2016-12-06,3458.0,3448.4,3476.6,3448.4,9722.0,10100975280.0
2016-12-07,3455.0,3459.4,3464.0,3438.0,9833.0,10185727320.0
2016-12-08,3468.4,3458.6,3472.0,3455.4,8869.0,9214129140.0
2016-12-09,3459.2,3479.0,3497.8,3445.4,10953.0,11415765720.0
2016-12-12,3482.8,3390.4,3482.8,3385.2,12652.0,13005258300.0
2016-12-13,3389.4,3391.0,3407.0,3371.0,11052.0,11243489520.0
